VERSION;AIRPORT;ASMA_RADIUS;AC_CLASS;RUNWAY;ASMA_SECTOR;FROM_BEARING;TO_BEARING;VALID_FROM;VALID_TO;UNIMPEDED_TIME;UNIMPEDED_DIST_KM;STD_U;TF_UNIMPEDED;SATURATION_LEVEL;SAMPLE_FROM;SAMPLE_TO;SAMPLE_SIZE;DAY_TIME_START;DAY_TIME_END;TIMEZONE;CONGESTION_LIMIT
12;EGPF;40;MT;NA;1;10;80;01/06/2017;01/01/2099;;;;1;5;12/06/2017;04/11/2017;3;6,5;22;0;0,5
12;EGPF;40;MT;NA;2;80;165;01/06/2017;01/01/2099;;;;1;4;01/06/2017;24/06/2017;9;6,5;22;0;0,5
12;EGPF;100;MT;NA;2;80;165;01/06/2017;01/01/2099;;;;3;7;01/06/2017;24/06/2017;10;6,5;22;0;0,5
12;EGPF;100;MT;NA;3;165;225;01/06/2017;01/01/2099;;;;1;6;12/06/2017;12/06/2017;5;6,5;22;0;0,5
12;EGPF;40;MT;NA;3;165;225;01/06/2017;01/01/2099;;;;0;3;12/06/2017;12/06/2017;5;6,5;22;0;0,5
12;EGPF;100;MT;NA;5;300;10;01/06/2017;01/01/2099;;;;0;10;12/06/2017;12/06/2017;5;6,5;22;0;0,5
12;EGPF;40;MT;NA;5;300;10;01/06/2017;01/01/2099;;;;0;7;12/06/2017;12/06/2017;5;6,5;22;0;0,5
10;EGPF;40;ZZ;05;3;165;225;01/01/2015;01/08/2015;;;;1;3;29/01/2014;07/02/2014;2;6,5;22;0;0,5
11;EGPF;40;ZZ;23;2;80;165;01/08/2015;01/01/2016;;;;2;5;18/10/2014;14/07/2015;5;6,5;22;0;0,5
10;EGPF;40;ZZ;23;2;80;165;01/01/2015;01/08/2015;;;;4;5;07/03/2014;18/10/2014;6;6,5;22;0;0,5
12;EGPF;40;ZZ;23;2;80;165;01/06/2017;01/01/2099;;;;0;5;02/07/2017;21/09/2017;2;6,5;22;0;0,5
11;EGPF;100;ZZ;23;2;80;165;01/08/2015;01/01/2016;;;;2;11;18/10/2014;14/07/2015;5;6,5;22;0;0,5
12;EGPF;100;ZZ;23;2;80;165;01/06/2017;01/01/2099;;;;0;10;02/07/2017;21/09/2017;2;6,5;22;0;0,5
10;EGPF;100;ZZ;23;2;80;165;01/01/2015;01/08/2015;;;;2;10;07/03/2014;18/10/2014;6;6,5;22;0;0,5
10;EGPF;40;ZZ;23;3;165;225;01/01/2015;01/08/2015;;;;2;6;16/05/2014;29/10/2014;3;6,5;22;0;0,5
12;EGPF;100;ZZ;23;3;165;225;01/06/2017;01/01/2099;;;;0;7;23/06/2017;23/06/2017;1;6,5;22;0;0,5
11;EGPF;100;ZZ;23;3;165;225;01/08/2015;01/01/2016;;;;0;15;29/10/2014;29/10/2014;1;6,5;22;0;0,5
10;EGPF;100;ZZ;23;3;165;225;01/01/2015;01/08/2015;;;;1;12;16/05/2014;29/10/2014;2;6,5;22;0;0,5
12;EGPF;40;ZZ;23;3;165;225;01/06/2017;01/01/2099;;;;1;4;23/06/2017;23/06/2017;1;6,5;22;0;0,5
11;EGPF;40;ZZ;23;3;165;225;01/08/2015;01/01/2016;;;;2;7;22/08/2014;08/02/2015;4;6,5;22;0;0,5
11;EGPH;40;H;06;2;45;110;01/12/2017;01/01/2099;;;;0;5;17/09/2017;17/09/2017;1;6,5;22;0;0,5
11;EGPH;100;H;06;2;45;110;01/12/2017;01/01/2099;;;;2;8;11/07/2017;26/09/2017;3;6,5;22;0;0,5
11;EGPH;100;H;06;3;110;190;01/12/2017;01/01/2099;22,5333333333333;215;1,77926397044632;116;7;04/01/2017;29/12/2017;295;6,5;22;0;0,5
10;EGPH;100;H;06;3;110;190;01/01/2011;01/12/2017;20,2666666666667;202;1,51142916759436;20;6;11/01/2011;16/12/2011;70;6,5;22;0;0,5
10;EGPH;40;H;06;3;110;190;01/01/2011;01/12/2017;11,5666666666667;89;1,24400945487143;21;3;11/01/2011;16/12/2011;70;6,5;22;0;0,5
11;EGPH;40;H;06;3;110;190;01/12/2017;01/01/2099;13,5;98;1,41709328928917;127;4;04/01/2017;29/12/2017;297;6,5;22;0;0,5
11;EGPH;100;H;06;4;190;240;01/12/2017;01/01/2099;;;;2;6;05/07/2017;14/08/2017;3;6,5;22;0;0,5
11;EGPH;40;H;06;4;190;240;01/12/2017;01/01/2099;;;;3;3;05/07/2017;23/08/2017;6;6,5;22;0;0,5
10;EGPH;100;H;06;4;190;240;01/01/2011;01/12/2017;;;;1;6;15/02/2011;15/03/2011;4;6,5;22;0;0,5
10;EGPH;40;H;06;4;190;240;01/01/2011;01/12/2017;;;;3;3;15/02/2011;15/03/2011;5;6,5;22;0;0,5
11;EGPH;40;H;06;5;240;310;01/12/2017;01/01/2099;;;;3;3;21/06/2017;29/09/2017;11;6,5;22;0;0,5
10;EGPH;100;H;06;5;240;310;01/01/2011;01/12/2017;;;;1;7;05/03/2011;05/03/2011;1;6,5;22;0;0,5
11;EGPH;100;H;06;5;240;310;01/12/2017;01/01/2099;;;;6;6;21/06/2017;29/09/2017;14;6,5;22;0;0,5
11;EGPH;100;H;06;6;310;0;01/12/2017;01/01/2099;;;;2;7;19/07/2017;22/08/2017;2;6,5;22;0;0,5
11;EGPH;40;H;06;6;310;0;01/12/2017;01/01/2099;;;;2;4;19/07/2017;22/08/2017;2;6,5;22;0;0,5
10;EGPH;100;H;24;1;0;45;01/01/2011;01/12/2017;;;;1;11;04/12/2011;04/12/2011;1;6,5;22;0;0,5
10;EGPH;40;H;24;1;0;45;01/01/2011;01/12/2017;;;;0;7;04/12/2011;04/12/2011;1;6,5;22;0;0,5
11;EGPH;100;H;24;1;0;45;01/12/2017;01/01/2099;;;;1;9;18/03/2017;14/09/2017;3;6,5;22;0;0,5
11;EGPH;40;H;24;1;0;45;01/12/2017;01/01/2099;;;;2;5;18/03/2017;11/12/2017;4;6,5;22;0;0,5
11;EGPH;40;H;24;2;45;110;01/12/2017;01/01/2099;;;;1;4;16/05/2017;28/11/2017;3;6,5;22;0;0,5
11;EGPH;100;H;24;2;45;110;01/12/2017;01/01/2099;;;;5;7;24/01/2017;11/12/2017;14;6,5;22;0;0,5
10;EGPH;40;H;24;2;45;110;01/01/2011;01/12/2017;;;;0;4;07/12/2011;07/12/2011;1;6,5;22;0;0,5
11;EGPH;40;H;24;3;110;190;01/12/2017;01/01/2099;13,5;98;1,35214151945045;530;4;01/01/2017;31/12/2017;1251;6,5;22;0;0,5
10;EGPH;40;H;24;3;110;190;01/01/2011;01/12/2017;13,575;97;1,09316829335768;74;4;05/01/2011;31/12/2011;247;6,5;22;0;0,5
11;EGPH;100;H;24;3;110;190;01/12/2017;01/01/2099;23,2;211;1,89379491570245;481;7;01/01/2017;31/12/2017;1241;6,5;22;0;0,5
10;EGPH;100;H;24;3;110;190;01/01/2011;01/12/2017;22,8583333333333;209,5;1,62236114507704;66;6;05/01/2011;31/12/2011;247;6,5;22;0;0,5
10;EGPH;40;H;24;4;190;240;01/01/2011;01/12/2017;;;;7;4;20/01/2011;26/11/2011;16;6,5;22;0;0,5
11;EGPH;100;H;24;4;190;240;01/12/2017;01/01/2099;;;;1;7;20/01/2017;17/08/2017;5;6,5;22;0;0,5
10;EGPH;100;H;24;4;190;240;01/01/2011;01/12/2017;;;;4;7;20/01/2011;26/11/2011;16;6,5;22;0;0,5
11;EGPH;40;H;24;4;190;240;01/12/2017;01/01/2099;;;;8;5;20/01/2017;09/09/2017;21;6,5;22;0;0,5
11;EGPH;100;H;24;5;240;310;01/12/2017;01/01/2099;23,0083333333333;225;1,83457772759741;20;7;11/04/2017;30/09/2017;52;6,5;22;0;0,5
11;EGPH;40;H;24;5;240;310;01/12/2017;01/01/2099;;;;16;4;11/04/2017;30/09/2017;36;6,5;22;0;0,5
10;EGPH;100;H;24;5;240;310;01/01/2011;01/12/2017;;;;1;8;13/04/2011;13/04/2011;1;6,5;22;0;0,5
11;EGPH;40;H;24;6;310;0;01/12/2017;01/01/2099;;;;0;4;09/08/2017;09/08/2017;1;6,5;22;0;0,5
11;EGPH;100;H;24;6;310;0;01/12/2017;01/01/2099;;;;0;7;09/08/2017;09/08/2017;1;6,5;22;0;0,5
10;EGPH;40;HEL;06;3;110;190;01/01/2011;01/12/2017;;;;2;7;26/04/2011;26/04/2011;2;6,5;22;0;0,5
10;EGPH;100;HEL;06;3;110;190;01/01/2011;01/12/2017;;;;2;14;26/04/2011;26/04/2011;2;6,5;22;0;0,5
10;EGPH;40;HEL;24;1;0;45;01/01/2011;01/12/2017;;;;1;4;12/02/2011;12/02/2011;1;6,5;22;0;0,5
11;EGPH;100;HEL;24;3;110;190;01/12/2017;01/01/2099;;;;0;19;04/09/2017;04/09/2017;1;6,5;22;0;0,5
11;EGPH;40;HEL;24;3;110;190;01/12/2017;01/01/2099;;;;1;9;04/09/2017;04/09/2017;1;6,5;22;0;0,5
10;EGPH;40;LJ;06;1;0;45;01/01/2011;01/12/2017;;;;1;5;08/07/2011;08/07/2011;1;6,5;22;0;0,5
11;EGPH;40;LJ;06;2;45;110;01/12/2017;01/01/2099;;;;1;6;10/07/2017;26/09/2017;2;6,5;22;0;0,5
11;EGPH;100;LJ;06;2;45;110;01/12/2017;01/01/2099;;;;0;9;10/07/2017;26/09/2017;2;6,5;22;0;0,5
10;EGPH;100;LJ;06;3;110;190;01/01/2011;01/12/2017;23,15;205;2,79301213324616;23;6;02/01/2011;14/11/2011;49;6,5;22;0;0,5
10;EGPH;40;LJ;06;3;110;190;01/01/2011;01/12/2017;12,5666666666667;90;1,55512522392286;36;4;02/01/2011;14/11/2011;51;6,5;22;0;0,5
11;EGPH;100;LJ;06;3;110;190;01/12/2017;01/01/2099;23,6166666666667;215;3,15801847490332;21;7;04/01/2017;29/10/2017;51;6,5;22;0;0,5
11;EGPH;40;LJ;06;3;110;190;01/12/2017;01/01/2099;12,75;96;1,18579634126732;25;4;04/01/2017;29/10/2017;51;6,5;22;0;0,5
10;EGPH;100;LJ;06;4;190;240;01/01/2011;01/12/2017;;;;0;8;12/07/2011;13/07/2011;2;6,5;22;0;0,5
11;EGPH;100;LJ;06;4;190;240;01/12/2017;01/01/2099;;;;1;8;06/05/2017;06/05/2017;1;6,5;22;0;0,5
10;EGPH;40;LJ;06;4;190;240;01/01/2011;01/12/2017;;;;0;4;12/07/2011;13/07/2011;2;6,5;22;0;0,5
11;EGPH;40;LJ;06;4;190;240;01/12/2017;01/01/2099;;;;1;4;06/05/2017;06/05/2017;1;6,5;22;0;0,5
10;EGPH;100;LJ;06;5;240;310;01/01/2011;01/12/2017;;;;0;8;08/07/2011;08/07/2011;1;6,5;22;0;0,5
10;EGPH;40;LJ;06;5;240;310;01/01/2011;01/12/2017;;;;1;5;08/07/2011;08/07/2011;1;6,5;22;0;0,5
10;EGPH;100;LJ;06;6;310;0;01/01/2011;01/12/2017;;;;1;8;07/01/2011;07/01/2011;1;6,5;22;0;0,5
10;EGPH;40;LJ;06;6;310;0;01/01/2011;01/12/2017;;;;2;4;07/01/2011;28/07/2011;2;6,5;22;0;0,5
11;EGPH;40;LJ;06;6;310;0;01/12/2017;01/01/2099;;;;0;4;28/04/2017;28/04/2017;1;6,5;22;0;0,5
10;EGPH;40;LJ;24;1;0;45;01/01/2011;01/12/2017;;;;2;5;08/04/2011;09/08/2011;3;6,5;22;0;0,5
10;EGPH;100;LJ;24;1;0;45;01/01/2011;01/12/2017;;;;1;9;06/05/2011;09/08/2011;2;6,5;22;0;0,5
11;EGPH;40;LJ;24;1;0;45;01/12/2017;01/01/2099;;;;2;4;01/08/2017;29/10/2017;3;6,5;22;0;0,5
11;EGPH;100;LJ;24;1;0;45;01/12/2017;01/01/2099;;;;0;9;01/08/2017;01/08/2017;1;6,5;22;0;0,5
10;EGPH;40;LJ;24;2;45;110;01/01/2011;01/12/2017;;;;1;4;08/04/2011;09/08/2011;3;6,5;22;0;0,5
11;EGPH;40;LJ;24;2;45;110;01/12/2017;01/01/2099;;;;3;3;08/03/2017;29/11/2017;6;6,5;22;0;0,5
11;EGPH;100;LJ;24;2;45;110;01/12/2017;01/01/2099;;;;3;7;08/03/2017;29/11/2017;7;6,5;22;0;0,5
10;EGPH;100;LJ;24;2;45;110;01/01/2011;01/12/2017;;;;2;7;08/04/2011;09/08/2011;3;6,5;22;0;0,5
11;EGPH;40;LJ;24;3;110;190;01/12/2017;01/01/2099;13,9833333333333;100;1,28475047125009;101;4;05/01/2017;26/12/2017;198;6,5;22;0;0,5
10;EGPH;100;LJ;24;3;110;190;01/01/2011;01/12/2017;24,0666666666667;210;2,44010688487177;94;7;07/01/2011;28/12/2011;201;6,5;22;0;0,5
10;EGPH;40;LJ;24;3;110;190;01/01/2011;01/12/2017;13,6166666666667;97;1,88890015458748;121;4;07/01/2011;28/12/2011;202;6,5;22;0;0,5
11;EGPH;100;LJ;24;3;110;190;01/12/2017;01/01/2099;24,95;213;2,39968954474146;77;7;05/01/2017;26/12/2017;197;6,5;22;0;0,5
10;EGPH;100;LJ;24;4;190;240;01/01/2011;01/12/2017;;;;5;8;10/02/2011;20/11/2011;8;6,5;22;0;0,5
11;EGPH;100;LJ;24;4;190;240;01/12/2017;01/01/2099;;;;5;8;13/03/2017;10/11/2017;9;6,5;22;0;0,5
11;EGPH;40;LJ;24;4;190;240;01/12/2017;01/01/2099;;;;4;5;13/03/2017;13/12/2017;10;6,5;22;0;0,5
10;EGPH;40;LJ;24;4;190;240;01/01/2011;01/12/2017;;;;4;4;10/02/2011;20/11/2011;9;6,5;22;0;0,5
10;EGPH;40;LJ;24;5;240;310;01/01/2011;01/12/2017;;;;0;5;28/03/2011;28/03/2011;1;6,5;22;0;0,5
11;EGPH;100;LJ;24;5;240;310;01/12/2017;01/01/2099;;;;0;8;13/12/2017;13/12/2017;1;6,5;22;0;0,5
10;EGPH;100;LJ;24;5;240;310;01/01/2011;01/12/2017;;;;0;8;28/03/2011;28/03/2011;1;6,5;22;0;0,5
11;EGPH;40;LJ;24;6;310;0;01/12/2017;01/01/2099;;;;3;4;19/01/2017;25/10/2017;6;6,5;22;0;0,5
11;EGPH;100;LJ;24;6;310;0;01/12/2017;01/01/2099;;;;1;8;01/06/2017;04/08/2017;2;6,5;22;0;0,5
10;EGPH;100;LJ;24;6;310;0;01/01/2011;01/12/2017;;;;2;8;02/04/2011;28/10/2011;2;6,5;22;0;0,5
10;EGPH;40;LJ;24;6;310;0;01/01/2011;01/12/2017;;;;2;5;02/04/2011;28/10/2011;4;6,5;22;0;0,5
10;EGPH;100;LP;06;3;110;190;01/01/2011;01/12/2017;35,1833333333333;185,5;3,47627684092677;39;10;26/01/2011;16/12/2011;72;6,5;22;0;0,5
11;EGPH;100;LP;06;3;110;190;01/12/2017;01/01/2099;;;;10;11;27/01/2017;19/10/2017;54;6,5;22;0;0,5
10;EGPH;40;LP;06;3;110;190;01/01/2011;01/12/2017;15,6916666666667;74;2,99646135011416;38;5;26/01/2011;16/12/2011;72;6,5;22;0;0,5
11;EGPH;40;LP;06;3;110;190;01/12/2017;01/01/2099;;;;7;5;27/01/2017;19/10/2017;54;6,5;22;0;0,5
11;EGPH;100;LP;06;4;190;240;01/12/2017;01/01/2099;;;;0;10;21/08/2017;21/08/2017;1;6,5;22;0;0,5
10;EGPH;40;LP;06;4;190;240;01/01/2011;01/12/2017;;;;2;4;10/01/2011;30/07/2011;5;6,5;22;0;0,5
10;EGPH;100;LP;06;4;190;240;01/01/2011;01/12/2017;;;;1;10;10/01/2011;30/07/2011;5;6,5;22;0;0,5
11;EGPH;40;LP;06;4;190;240;01/12/2017;01/01/2099;;;;0;4;21/08/2017;21/08/2017;1;6,5;22;0;0,5
10;EGPH;40;LP;24;2;45;110;01/01/2011;01/12/2017;;;;1;1;11/01/2011;11/01/2011;1;6,5;22;0;0,5
11;EGPH;40;LP;24;3;110;190;01/12/2017;01/01/2099;18,775;96,5;2,87728301975276;56;6;03/01/2017;28/12/2017;176;6,5;22;0;0,5
10;EGPH;100;LP;24;3;110;190;01/01/2011;01/12/2017;37,7;186;5,0913013743494;84;10;04/01/2011;30/12/2011;235;6,5;22;0;0,5
11;EGPH;100;LP;24;3;110;190;01/12/2017;01/01/2099;39,2583333333333;210;5,16374663159525;44;12;03/01/2017;28/12/2017;176;6,5;22;0;0,5
10;EGPH;40;LP;24;3;110;190;01/01/2011;01/12/2017;16,6833333333333;81;3,35965612152623;89;5;04/01/2011;30/12/2011;238;6,5;22;0;0,5
11;EGPH;40;LP;24;4;190;240;01/12/2017;01/01/2099;;;;2;6;24/02/2017;23/11/2017;4;6,5;22;0;0,5
11;EGPH;100;LP;24;4;190;240;01/12/2017;01/01/2099;;;;1;12;24/02/2017;23/11/2017;4;6,5;22;0;0,5
10;EGPH;100;LP;24;4;190;240;01/01/2011;01/12/2017;;;;4;11;12/02/2011;12/09/2011;10;6,5;22;0;0,5
10;EGPH;40;LP;24;4;190;240;01/01/2011;01/12/2017;;;;5;5;27/02/2011;24/12/2011;13;6,5;22;0;0,5
10;EGPH;40;LP;24;5;240;310;01/01/2011;01/12/2017;;;;1;6;15/08/2011;15/08/2011;1;6,5;22;0;0,5
11;EGPH;100;LP;24;5;240;310;01/12/2017;01/01/2099;;;;0;12;26/10/2017;26/10/2017;1;6,5;22;0;0,5
10;EGPH;100;LP;24;5;240;310;01/01/2011;01/12/2017;;;;1;11;04/09/2011;24/12/2011;2;6,5;22;0;0,5
11;EGPH;40;LP;24;5;240;310;01/12/2017;01/01/2099;;;;0;7;26/10/2017;26/10/2017;1;6,5;22;0;0,5
10;EGPH;40;LP;24;6;310;0;01/01/2011;01/12/2017;;;;1;9;13/06/2011;13/06/2011;1;6,5;22;0;0,5
11;EGPH;40;LP;24;6;310;0;01/12/2017;01/01/2099;;;;0;7;23/06/2017;23/06/2017;1;6,5;22;0;0,5
11;EGPH;100;LP;24;6;310;0;01/12/2017;01/01/2099;;;;0;14;23/06/2017;23/06/2017;1;6,5;22;0;0,5
10;EGPH;100;LP;24;6;310;0;01/01/2011;01/12/2017;;;;1;18;13/06/2011;13/06/2011;1;6,5;22;0;0,5
11;EGPH;40;LT;06;1;0;45;01/12/2017;01/01/2099;;;;1;5;11/02/2017;29/10/2017;3;6,5;22;0;0,5
10;EGPH;40;LT;06;1;0;45;01/01/2011;01/12/2017;;;;3;4;21/04/2011;14/11/2011;11;6,5;22;0;0,5
10;EGPH;100;LT;06;1;0;45;01/01/2011;01/12/2017;;;;2;9;27/04/2011;26/07/2011;5;6,5;22;0;0,5
11;EGPH;100;LT;06;1;0;45;01/12/2017;01/01/2099;;;;1;10;11/02/2017;11/02/2017;1;6,5;22;0;0,5
11;EGPH;40;LT;06;2;45;110;01/12/2017;01/01/2099;;;;1;6;09/02/2017;12/02/2017;2;6,5;22;0;0,5
11;EGPH;100;LT;06;2;45;110;01/12/2017;01/01/2099;;;;2;10;09/02/2017;12/05/2017;3;6,5;22;0;0,5
10;EGPH;40;LT;06;2;45;110;01/01/2011;01/12/2017;;;;0;5;26/04/2011;02/05/2011;2;6,5;22;0;0,5
10;EGPH;100;LT;06;2;45;110;01/01/2011;01/12/2017;;;;0;9;26/04/2011;02/05/2011;2;6,5;22;0;0,5
11;EGPH;100;LT;06;3;110;190;01/12/2017;01/01/2099;;;;13;8;04/01/2017;29/12/2017;29;6,5;22;0;0,5
10;EGPH;100;LT;06;3;110;190;01/01/2011;01/12/2017;;;;16;7;26/01/2011;16/11/2011;62;6,5;22;0;0,5
10;EGPH;40;LT;06;3;110;190;01/01/2011;01/12/2017;13,3833333333333;89;2,0121729310426;31;4;26/01/2011;16/11/2011;71;6,5;22;0;0,5
11;EGPH;40;LT;06;3;110;190;01/12/2017;01/01/2099;;;;13;4;04/01/2017;29/12/2017;29;6,5;22;0;0,5
10;EGPH;100;LT;06;4;190;240;01/01/2011;01/12/2017;;;;7;7;11/01/2011;16/11/2011;28;6,5;22;0;0,5
11;EGPH;100;LT;06;4;190;240;01/12/2017;01/01/2099;;;;1;8;29/03/2017;29/11/2017;4;6,5;22;0;0,5
10;EGPH;40;LT;06;4;190;240;01/01/2011;01/12/2017;;;;2;3;11/01/2011;24/10/2011;19;6,5;22;0;0,5
11;EGPH;40;LT;06;4;190;240;01/12/2017;01/01/2099;;;;1;4;29/03/2017;29/11/2017;4;6,5;22;0;0,5
10;EGPH;40;LT;06;5;240;310;01/01/2011;01/12/2017;;;;2;4;08/07/2011;16/11/2011;3;6,5;22;0;0,5
11;EGPH;40;LT;06;5;240;310;01/12/2017;01/01/2099;;;;1;5;13/05/2017;04/07/2017;2;6,5;22;0;0,5
10;EGPH;100;LT;06;5;240;310;01/01/2011;01/12/2017;;;;1;9;08/07/2011;08/07/2011;1;6,5;22;0;0,5
10;EGPH;100;LT;06;6;310;0;01/01/2011;01/12/2017;;;;1;8;05/06/2011;05/06/2011;1;6,5;22;0;0,5
11;EGPH;40;LT;06;6;310;0;01/12/2017;01/01/2099;;;;0;4;21/10/2017;21/10/2017;1;6,5;22;0;0,5
10;EGPH;40;LT;06;6;310;0;01/01/2011;01/12/2017;;;;2;4;26/05/2011;16/09/2011;4;6,5;22;0;0,5
11;EGPH;100;LT;06;6;310;0;01/12/2017;01/01/2099;;;;0;9;21/10/2017;21/10/2017;1;6,5;22;0;0,5
11;EGPH;40;LT;12;3;110;190;01/12/2017;01/01/2099;;;;1;6;22/02/2017;22/02/2017;1;6,5;22;0;0,5
11;EGPH;100;LT;12;3;110;190;01/12/2017;01/01/2099;;;;1;12;22/02/2017;22/02/2017;1;6,5;22;0;0,5
11;EGPH;100;LT;24;1;0;45;01/12/2017;01/01/2099;;;;0;10;14/08/2017;11/10/2017;3;6,5;22;0;0,5
11;EGPH;40;LT;24;1;0;45;01/12/2017;01/01/2099;;;;1;4;07/08/2017;19/12/2017;5;6,5;22;0;0,5
10;EGPH;100;LT;24;1;0;45;01/01/2011;01/12/2017;;;;6;8;22/03/2011;22/12/2011;16;6,5;22;0;0,5
10;EGPH;40;LT;24;1;0;45;01/01/2011;01/12/2017;;;;5;3;11/01/2011;22/12/2011;31;6,5;22;0;0,5
11;EGPH;100;LT;24;2;45;110;01/12/2017;01/01/2099;;;;4;8;02/01/2017;30/11/2017;7;6,5;22;0;0,5
11;EGPH;40;LT;24;2;45;110;01/12/2017;01/01/2099;;;;4;4;02/01/2017;30/11/2017;5;6,5;22;0;0,5
10;EGPH;100;LT;24;2;45;110;01/01/2011;01/12/2017;;;;2;8;28/03/2011;23/09/2011;6;6,5;22;0;0,5
10;EGPH;40;LT;24;2;45;110;01/01/2011;01/12/2017;;;;3;4;31/05/2011;23/09/2011;5;6,5;22;0;0,5
10;EGPH;100;LT;24;3;110;190;01/01/2011;01/12/2017;27,7833333333333;208;4,4900033218061;75;8;03/01/2011;29/12/2011;207;6,5;22;0;0,5
11;EGPH;100;LT;24;3;110;190;01/12/2017;01/01/2099;28,5333333333333;211;4,58247153902596;65;9;06/01/2017;27/12/2017;178;6,5;22;0;0,5
11;EGPH;40;LT;24;3;110;190;01/12/2017;01/01/2099;14,7166666666667;97;2,02870092113831;75;4;06/01/2017;27/12/2017;180;6,5;22;0;0,5
10;EGPH;40;LT;24;3;110;190;01/01/2011;01/12/2017;14,5833333333333;96;3,81274957957777;107;4;03/01/2011;29/12/2011;238;6,5;22;0;0,5
11;EGPH;100;LT;24;4;190;240;01/12/2017;01/01/2099;;;;11;9;25/01/2017;21/12/2017;40;6,5;22;0;0,5
10;EGPH;40;LT;24;4;190;240;01/01/2011;01/12/2017;;;;14;4;17/01/2011;28/12/2011;62;6,5;22;0;0,5
11;EGPH;40;LT;24;4;190;240;01/12/2017;01/01/2099;;;;12;5;25/01/2017;21/12/2017;40;6,5;22;0;0,5
10;EGPH;100;LT;24;4;190;240;01/01/2011;01/12/2017;27,3833333333333;219;6,6794943948154;25;8;05/01/2011;28/12/2011;92;6,5;22;0;0,5
10;EGPH;40;LT;24;5;240;310;01/01/2011;01/12/2017;;;;4;4;12/04/2011;24/11/2011;4;6,5;22;0;0,5
10;EGPH;100;LT;24;5;240;310;01/01/2011;01/12/2017;;;;0;8;05/05/2011;05/05/2011;1;6,5;22;0;0,5
11;EGPH;40;LT;24;5;240;310;01/12/2017;01/01/2099;;;;2;5;16/07/2017;28/07/2017;4;6,5;22;0;0,5
11;EGPH;100;LT;24;5;240;310;01/12/2017;01/01/2099;;;;0;11;16/07/2017;16/07/2017;1;6,5;22;0;0,5
10;EGPH;40;LT;24;6;310;0;01/01/2011;01/12/2017;;;;5;4;09/03/2011;19/12/2011;15;6,5;22;0;0,5
11;EGPH;40;LT;24;6;310;0;01/12/2017;01/01/2099;;;;2;4;26/01/2017;20/10/2017;7;6,5;22;0;0,5
11;EGPH;100;LT;24;6;310;0;01/12/2017;01/01/2099;;;;1;6;27/04/2017;08/07/2017;2;6,5;22;0;0,5
10;EGPH;100;LT;24;6;310;0;01/01/2011;01/12/2017;;;;3;8;12/04/2011;19/12/2011;9;6,5;22;0;0,5
10;EGPH;100;MJ;06;1;0;45;01/01/2011;01/12/2017;25,2;235;2,72986402078202;77;7;02/01/2011;16/11/2011;203;6,5;22;0;0,5
10;EGPH;40;MJ;06;1;0;45;01/01/2011;01/12/2017;15,05;113;2,39232171230011;109;4;02/01/2011;16/11/2011;209;6,5;22;0;0,5
11;EGPH;100;MJ;06;1;0;45;01/12/2017;01/01/2099;24,9833333333333;237;1,87681198091576;99;8;31/01/2017;29/12/2017;186;6,5;22;0;0,5
11;EGPH;40;MJ;06;1;0;45;01/12/2017;01/01/2099;14,9;116;1,21276409975134;97;5;31/01/2017;29/12/2017;192;6,5;22;0;0,5
11;EGPH;40;MJ;06;2;45;110;01/12/2017;01/01/2099;14,7;120;1,05310710062524;74;4;01/01/2017;29/12/2017;192;6,5;22;0;0,5
10;EGPH;100;MJ;06;2;45;110;01/01/2011;01/12/2017;23,4666666666667;228;1,61212393368615;159;7;01/01/2011;30/12/2011;354;6,5;22;0;0,5
11;EGPH;100;MJ;06;2;45;110;01/12/2017;01/01/2099;24,0916666666667;237,5;1,37553205407443;80;7;01/01/2017;29/12/2017;271;6,5;22;0;0,5
10;EGPH;40;MJ;06;2;45;110;01/01/2011;01/12/2017;14,4166666666667;115;1,6709152322822;179;4;07/01/2011;30/12/2011;317;6,5;22;0;0,5
11;EGPH;40;MJ;06;3;110;190;01/12/2017;01/01/2099;12,3166666666667;91;1,56234155128995;3750;4;01/01/2017;29/12/2017;8023;6,5;22;0;0,5
10;EGPH;40;MJ;06;3;110;190;01/01/2011;01/12/2017;11,8666666666667;89;1,5988572534231;2761;3;01/01/2011;30/12/2011;8415;6,5;22;0;0,5
11;EGPH;100;MJ;06;3;110;190;01/12/2017;01/01/2099;21,4;204;2,10004491460565;2853;7;01/01/2017;29/12/2017;7951;6,5;22;0;0,5
10;EGPH;100;MJ;06;3;110;190;01/01/2011;01/12/2017;21,2166666666667;203;2,03013117082488;3647;6;01/01/2011;30/12/2011;8391;6,5;22;0;0,5
10;EGPH;100;MJ;06;4;190;240;01/01/2011;01/12/2017;21,5333333333333;195;2,33473890720711;336;6;01/01/2011;16/12/2011;644;6,5;22;0;0,5
11;EGPH;40;MJ;06;4;190;240;01/12/2017;01/01/2099;11,1833333333333;79;3,27314604711242;273;3;01/01/2017;29/12/2017;933;6,5;22;0;0,5
10;EGPH;40;MJ;06;4;190;240;01/01/2011;01/12/2017;10,7333333333333;77;1,78818274436539;333;3;01/01/2011;16/12/2011;769;6,5;22;0;0,5
11;EGPH;100;MJ;06;4;190;240;01/12/2017;01/01/2099;22,2333333333333;198;3,47948073494297;313;7;01/01/2017;29/12/2017;866;6,5;22;0;0,5
